Date_Sampled,Sample_No,Sample_Point,Zone,Result,Units
2018-07-25T14:00:00Z,5691254,095L04,Tarnstead,0.1,NTU
2018-01-04T13:00:00Z,5457175,095L02,Tarnstead,0.1,NTU
2018-05-30T14:00:00Z,5581835,095L02,Tarnstead,0.05,NTU
2018-11-01T13:00:00Z,5799194,095L05,Tarnstead,5.119913098402321,NTU
2018-08-23T14:00:00Z,5735252,095L05,Tarnstead,0.2,NTU
2018-11-28T13:00:00Z,5848244,095L03,Tarnstead,0.1,NTU
2017-08-30T14:00:00Z,5281757,095L01,Tarnstead,0.2,NTU
2018-12-05T13:00:00Z,5889230,095L04,Tarnstead,0.2,NTU
2019-01-09T13:00:00Z,5923424,095L05,Tarnstead,0.2,NTU
2018-10-03T14:00:00Z,5798008,095A15,Blancathey,0.2,NTU
2018-06-27T14:00:00Z,5605812,095A17,Blancathey,0.3,NTU
2017-12-26T13:00:00Z,5387594,095A09,Blancathey,0.2,NTU
2017-11-08T13:00:00Z,5385558,095A17,Blancathey,0.1,NTU
2017-11-02T13:00:00Z,5385266,095A20,Blancathey,0.2,NTU
2019-02-06T13:00:00Z,5942675,095A24,Blancathey,0.2,NTU
2019-04-03T13:00:00Z,6025885,095A12,Blancathey,0.1,NTU
2018-06-06T14:00:00Z,5581970,095A21,Blancathey,0.1,NTU
2018-03-21T13:00:00Z,5484292,095A10,Blancathey,0.05,NTU
2018-10-17T13:00:00Z,5798589,095A19,Blancathey,0.3,NTU
2017-06-28T14:00:00Z,5264595,095A03,Blancathey,0.1,NTU
2018-07-11T14:00:00Z,5690620,095A18,Blancathey,0.1,NTU
2018-08-15T14:00:00Z,5735024,095A21,Blancathey,0.3,NTU
2017-12-21T13:00:00Z,5387329,095A15,Blancathey,0.2,NTU
2017-02-15T13:00:00Z,5040061,095A03,Blancathey,0.1,NTU
2017-01-11T13:00:00Z,5019050,095A02,Blancathey,0.2,NTU
2019-06-05T14:00:00Z,6092358,095A04,Blancathey,0.1,NTU
2018-12-12T13:00:00Z,5889540,095A18,Blancathey,5.899542780127376,NTU
2018-10-24T13:00:00Z,5798908,095A24,Blancathey,0.1,NTU
2019-02-20T13:00:00Z,5943505,095A18,Blancathey,0.1,NTU
2017-06-08T14:00:00Z,5198479,095A20,Blancathey,0.2,NTU
2017-01-18T13:00:00Z,5019382,095A17,Blancathey,0.2,NTU
2019-02-27T13:00:00Z,5943757,095A21,Blancathey,0.2,NTU
2017-01-26T13:00:00Z,5019664,095A16,Blancathey,0.2,NTU
2019-03-20T13:00:00Z,5987988,095A03,Blancathey,0.2,NTU
2017-02-08T13:00:00Z,5039757,095A07,Blancathey,0.2,NTU
2017-08-23T14:00:00Z,5281555,095A17,Blancathey,0.2,NTU
2017-08-30T14:00:00Z,5281730,095A02,Blancathey,0.1,NTU
2017-08-10T14:00:00Z,5281068,095A18,Blancathey,0.1,NTU
2017-08-02T14:00:00Z,5280842,095A09,Blancathey,0.05,NTU
2019-04-17T14:00:00Z,6026728,095A10,Blancathey,0.3,NTU
2019-05-15T14:00:00Z,6075665,095A17,Blancathey,0.1,NTU
2017-01-05T13:00:00Z,5018684,095A19,Blancathey,0.2,NTU
2019-04-22T14:00:00Z,6027019,095A19,Blancathey,0.1,NTU
2019-01-23T13:00:00Z,5923901,095A08,Blancathey,0.3,NTU
2018-09-05T14:00:00Z,5765928,095A17,Blancathey,0.2,NTU
2018-11-14T13:00:00Z,5847649,095A03,Blancathey,0.2,NTU
2017-06-28T14:00:00Z,5264596,095A06,Blancathey,0.05,NTU
2017-03-29T13:00:00Z,5093717,095A02,Blancathey,0.2,NTU
2019-05-01T14:00:00Z,6075232,095A21,Blancathey,5.34685005620122,NTU
2017-02-01T13:00:00Z,5039157,095A03,Blancathey,0.2,NTU
2019-05-29T14:00:00Z,6076061,095A07,Blancathey,0.2,NTU
2019-05-22T14:00:00Z,6075908,095A03,Blancathey,0.2,NTU
2019-01-31T13:00:00Z,5924140,095A13,Blancathey,0.2,NTU
2017-06-15T14:00:00Z,5198739,095A02,Blancathey,5.564207276329398,NTU
2019-03-27T13:00:00Z,5988251,095A08,Blancathey,0.2,NTU
2019-03-14T13:00:00Z,5987677,095A17,Blancathey,0.2,NTU
2019-03-06T13:00:00Z,5987376,095A24,Blancathey,0.2,NTU
2017-07-19T14:00:00Z,5252296,095A13,Blancathey,0.05,NTU
2017-05-03T14:00:00Z,5172071,095A11,Blancathey,4.172139112371951,NTU
2017-04-27T14:00:00Z,5132771,095A08,Blancathey,0.1,NTU
2019-04-10T14:00:00Z,6026331,095A15,Blancathey,0.2,NTU
2019-02-13T13:00:00Z,5943184,095A16,Blancathey,0.1,NTU
2019-05-08T14:00:00Z,6075392,095A23,Blancathey,0.2,NTU
2017-03-01T13:00:00Z,5092721,095A05,Blancathey,5.6181716322898865,NTU
2017-03-22T13:00:00Z,5093487,095A20,Blancathey,0.2,NTU
2017-03-08T13:00:00Z,5092975,095A09,Blancathey,0.2,NTU
2017-04-06T14:00:00Z,5131097,095A23,Blancathey,0.2,NTU
2017-06-22T14:00:00Z,5199019,095A16,Blancathey,0.05,NTU
2017-04-12T14:00:00Z,5132139,095A05,Blancathey,0.1,NTU
2017-08-16T14:00:00Z,5281336,095A20,Blancathey,0.1,NTU
2017-07-13T14:00:00Z,5283657,095A01,Blancathey,0.05,NTU
2017-10-25T13:00:00Z,5344537,095A18,Blancathey,0.1,NTU
2018-01-18T13:00:00Z,5457663,095A20,Blancathey,0.2,NTU
2017-11-15T13:00:00Z,5385868,095A06,Blancathey,0.5,NTU
2018-01-31T13:00:00Z,5459496,095A02,Blancathey,0.1,NTU
2017-12-13T13:00:00Z,5387012,095A12,Blancathey,0.2,NTU
2017-12-06T13:00:00Z,5386717,095A07,Blancathey,0.1,NTU
2017-07-05T14:00:00Z,5251762,095A07,Blancathey,0.1,NTU
2017-09-20T14:00:00Z,5282613,095A07,Blancathey,4.671723335515708,NTU
2017-10-11T13:00:00Z,5343959,095A05,Blancathey,0.2,NTU
2017-06-01T14:00:00Z,5173617,095A18,Blancathey,4.184449760243297,NTU
2018-02-14T13:00:00Z,5460029,095A04,Blancathey,0.05,NTU
2018-03-15T13:00:00Z,5577974,095A16,Blancathey,0.05,NTU
2017-11-30T13:00:00Z,5386418,095A04,Blancathey,0.1,NTU
2017-03-16T13:00:00Z,5093249,095A18,Blancathey,0.3,NTU
2017-02-22T13:00:00Z,5040308,095A13,Blancathey,0.2,NTU
2017-05-17T14:00:00Z,5173185,095A05,Blancathey,5.475887265522033,NTU
2017-05-24T14:00:00Z,5173404,095A10,Blancathey,0.2,NTU
2017-10-04T13:00:00Z,5343592,095A13,Blancathey,0.1,NTU
2018-01-24T13:00:00Z,5457917,095A23,Blancathey,5.531372198369354,NTU
2017-09-13T14:00:00Z,5282335,095A03,Blancathey,5.498520554509014,NTU
2017-04-20T14:00:00Z,5132414,095A06,Blancathey,0.05,NTU
2018-03-07T13:00:00Z,5462785,095A15,Blancathey,0.05,NTU
2018-02-07T13:00:00Z,5459793,095A05,Blancathey,0.1,NTU
2018-05-02T14:00:00Z,5580978,095A04,Blancathey,0.1,NTU
2018-02-21T13:00:00Z,5460286,095A08,Blancathey,0.05,NTU
2017-05-10T14:00:00Z,5172945,095A13,Blancathey,0.2,NTU
2017-07-26T14:00:00Z,5297937,095A16,Blancathey,5.37272357288748,NTU
2017-10-18T13:00:00Z,5344267,095A10,Blancathey,0.1,NTU
2017-11-22T13:00:00Z,5386188,095A01,Blancathey,0.1,NTU
2018-01-04T13:00:00Z,5457149,095A10,Blancathey,0.2,NTU
2018-04-11T14:00:00Z,5614503,095A23,Blancathey,0.2,NTU
2018-03-28T13:00:00Z,5605665,095A18,Blancathey,0.05,NTU
2018-05-09T14:00:00Z,5581187,095A08,Blancathey,0.1,NTU
2018-02-28T13:00:00Z,5566185,095A12,Blancathey,0.05,NTU
2018-06-14T14:00:00Z,5582215,095A19,Blancathey,0.1,NTU
2018-08-29T14:00:00Z,5737424,095A23,Blancathey,0.2,NTU
2018-04-26T14:00:00Z,5580800,095A13,Blancathey,0.1,NTU
2018-07-18T14:00:00Z,5690902,095A08,Blancathey,0.2,NTU
2018-08-22T14:00:00Z,5735230,095A20,Blancathey,0.2,NTU
2018-11-01T13:00:00Z,5799161,095A20,Blancathey,0.3,NTU
2018-04-18T14:00:00Z,5580555,095A06,Blancathey,0.1,NTU
2018-05-30T14:00:00Z,5581811,095A05,Blancathey,0.05,NTU
2018-08-08T14:00:00Z,5734735,095A10,Blancathey,0.3,NTU
2018-10-10T13:00:00Z,5798292,095A10,Blancathey,0.2,NTU
2018-08-01T14:00:00Z,5734526,095A09,Blancathey,0.3,NTU
2018-09-20T14:00:00Z,5766505,095A04,Blancathey,0.3,NTU
2018-09-26T14:00:00Z,5766733,095A12,Blancathey,0.2,NTU
2018-09-12T14:00:00Z,5766221,095A03,Blancathey,0.3,NTU
2019-01-09T13:00:00Z,5923397,095A17,Blancathey,0.2,NTU
2018-07-04T14:00:00Z,5690304,095A03,Blancathey,0.1,NTU
2019-01-16T13:00:00Z,5923647,095A03,Blancathey,0.2,NTU
2018-12-23T13:00:00Z,5890150,095A22,Blancathey,0.3,NTU
2018-12-19T13:00:00Z,5889899,095A19,Blancathey,0.2,NTU
2019-01-03T13:00:00Z,5923100,095A20,Blancathey,0.2,NTU
2018-11-28T13:00:00Z,5848218,095A12,Blancathey,0.2,NTU
2018-11-07T13:00:00Z,5847280,095A02,Blancathey,0.2,NTU
2017-09-27T14:00:00Z,5282867,095A22,Blancathey,0.1,NTU
2017-09-06T14:00:00Z,5281995,095A05,Blancathey,0.1,NTU
2018-05-17T14:00:00Z,5581462,095A13,Blancathey,0.1,NTU
2018-05-23T14:00:00Z,5581646,095A16,Blancathey,0.1,NTU
2018-06-20T14:00:00Z,5594857,095A22,Blancathey,0.2,NTU
2018-07-25T14:00:00Z,5691230,095A13,Blancathey,0.2,NTU
2018-01-10T13:00:00Z,5457414,095A18,Blancathey,0.1,NTU
2018-11-21T13:00:00Z,5847971,095A08,Blancathey,0.1,NTU
2018-12-05T13:00:00Z,5889199,095A09,Blancathey,0.1,NTU
2018-10-03T14:00:00Z,5798033,095C03,Swadlincote,0.2,NTU
2019-01-16T13:00:00Z,5923675,095C09,Swadlincote,0.2,NTU
2017-11-08T13:00:00Z,5385573,095C08,Swadlincote,0.2,NTU
2017-11-02T13:00:00Z,5385297,095C09,Swadlincote,0.1,NTU
2018-11-14T13:00:00Z,5847717,095C09,Swadlincote,0.2,NTU
2017-05-17T14:00:00Z,5173208,095C03,Swadlincote,0.1,NTU
2019-02-21T13:00:00Z,5943543,095C06,Swadlincote,0.2,NTU
2018-07-11T14:00:00Z,5690640,095C09,Swadlincote,0.2,NTU
2017-12-20T13:00:00Z,5387353,095C05,Swadlincote,0.1,NTU
2017-01-18T13:00:00Z,5019412,095C03,Swadlincote,0.2,NTU
2019-05-29T14:00:00Z,6076084,095C02,Swadlincote,0.1,NTU
2019-06-05T14:00:00Z,6092378,095C03,Swadlincote,0.2,NTU
2018-12-12T13:00:00Z,5889569,095C01,Swadlincote,0.2,NTU
2018-08-15T14:00:00Z,5735051,095C06,Swadlincote,0.2,NTU
2018-03-21T13:00:00Z,5587103,095C02,Swadlincote,0.05,NTU
2018-01-04T13:00:00Z,5457173,095C09,Swadlincote,0.2,NTU
2018-10-17T13:00:00Z,5798613,095C06,Swadlincote,0.2,NTU
2019-02-06T13:00:00Z,5942691,095C03,Swadlincote,0.2,NTU
2017-01-11T13:00:00Z,5019077,095C01,Swadlincote,4.917096362449229,NTU
2019-04-03T13:00:00Z,6025925,095C02,Swadlincote,0.3,NTU
2018-11-21T13:00:00Z,5848006,095C08,Swadlincote,0.2,NTU
2017-06-29T14:00:00Z,5199210,095C09,Swadlincote,0.3,NTU
2017-06-08T14:00:00Z,5198516,095C04,Swadlincote,0.2,NTU
2017-01-05T13:00:00Z,5018710,095C02,Swadlincote,5.588632935192436,NTU
2019-03-06T13:00:00Z,5987403,095C05,Swadlincote,0.2,NTU
2019-03-27T13:00:00Z,5988274,095C08,Swadlincote,0.2,NTU
2017-02-08T13:00:00Z,5039797,095C05,Swadlincote,0.4,NTU
2019-04-22T14:00:00Z,6027040,095C06,Swadlincote,0.2,NTU
2017-08-30T14:00:00Z,5281755,095C09,Swadlincote,0.1,NTU
2019-04-17T14:00:00Z,6026768,095C01,Swadlincote,0.2,NTU
2017-08-09T14:00:00Z,5281098,095C04,Swadlincote,0.05,NTU
2017-08-02T14:00:00Z,5306628,095C06,Swadlincote,0.05,NTU
2019-02-27T13:00:00Z,5943788,095C04,Swadlincote,0.3,NTU
2019-05-15T14:00:00Z,6075686,095C07,Swadlincote,0.1,NTU
2018-06-06T14:00:00Z,5581992,095C01,Swadlincote,0.3,NTU
2019-01-23T13:00:00Z,5923932,095C08,Swadlincote,0.2,NTU
2017-03-29T13:00:00Z,5093743,095C06,Swadlincote,0.2,NTU
2019-05-01T14:00:00Z,6075264,095C04,Swadlincote,0.1,NTU
2019-05-22T14:00:00Z,6075931,095C08,Swadlincote,0.2,NTU
2017-08-23T14:00:00Z,5281585,095C07,Swadlincote,0.2,NTU
2019-01-31T13:00:00Z,5924148,095C02,Swadlincote,0.2,NTU
2017-02-15T13:00:00Z,5040085,095C07,Swadlincote,0.2,NTU
2017-02-01T13:00:00Z,5039209,095C04,Swadlincote,0.2,NTU
2017-05-03T14:00:00Z,5172096,095C08,Swadlincote,0.3,NTU
2017-07-13T14:00:00Z,5252081,095C02,Swadlincote,0.05,NTU
2019-03-20T13:00:00Z,5988028,095C06,Swadlincote,0.2,NTU
2019-04-10T14:00:00Z,6026376,095C03,Swadlincote,0.1,NTU
2019-02-13T13:00:00Z,5943213,095C01,Swadlincote,0.3,NTU
2019-05-08T14:00:00Z,6075406,095C05,Swadlincote,4.550113659817725,NTU
2017-03-02T13:00:00Z,5092735,095C08,Swadlincote,0.2,NTU
2017-04-27T14:00:00Z,5132800,095C09,Swadlincote,0.1,NTU
2017-05-10T14:00:00Z,5172973,095C02,Swadlincote,0.1,NTU
2017-03-22T13:00:00Z,5093511,095C03,Swadlincote,0.2,NTU
2017-03-08T13:00:00Z,5093003,095C02,Swadlincote,0.2,NTU
2017-07-19T14:00:00Z,5290446,095C03,Swadlincote,0.05,NTU
2017-04-05T14:00:00Z,5131158,095C04,Swadlincote,0.2,NTU
2017-04-12T14:00:00Z,5132158,095C05,Swadlincote,0.1,NTU
2017-05-31T14:00:00Z,5173661,095C06,Swadlincote,0.1,NTU
2017-08-16T14:00:00Z,5281374,095C05,Swadlincote,5.168684918433428,NTU
2017-10-11T13:00:00Z,5344000,095C04,Swadlincote,0.1,NTU
2017-11-15T13:00:00Z,5385897,095C02,Swadlincote,0.1,NTU
2017-10-25T13:00:00Z,5344560,095C07,Swadlincote,0.3,NTU
2017-12-13T13:00:00Z,5387046,095C04,Swadlincote,0.2,NTU
2018-01-31T13:00:00Z,5459529,095C01,Swadlincote,4.505740114953369,NTU
2017-12-27T13:00:00Z,5387636,095C07,Swadlincote,0.2,NTU
2017-06-15T14:00:00Z,5198766,095C05,Swadlincote,0.2,NTU
2017-06-21T14:00:00Z,5263158,095C07,Swadlincote,0.05,NTU
2017-07-05T14:00:00Z,5272607,095C08,Swadlincote,0.3,NTU
2017-11-29T13:00:00Z,5386433,095C01,Swadlincote,0.1,NTU
2017-12-06T13:00:00Z,5386743,095C06,Swadlincote,0.1,NTU
2017-01-26T13:00:00Z,5019673,095C06,Swadlincote,0.2,NTU
2017-02-22T13:00:00Z,5040336,095C09,Swadlincote,0.2,NTU
2017-03-16T13:00:00Z,5093271,095C01,Swadlincote,0.3,NTU
2017-10-04T13:00:00Z,5343623,095C06,Swadlincote,0.1,NTU
2018-01-17T13:00:00Z,5457689,095C02,Swadlincote,0.3,NTU
2018-01-24T13:00:00Z,5459289,095C03,Swadlincote,0.05,NTU
2017-09-20T14:00:00Z,5282642,095C03,Swadlincote,0.1,NTU
2017-04-20T14:00:00Z,5132452,095C07,Swadlincote,5.740868965629488,NTU
2018-02-14T13:00:00Z,5460058,095C04,Swadlincote,0.05,NTU
2018-03-07T13:00:00Z,5571133,095C09,Swadlincote,0.05,NTU
2018-02-07T13:00:00Z,5459802,095C06,Swadlincote,0.05,NTU
2018-02-21T13:00:00Z,5555618,095C05,Swadlincote,0.1,NTU
2018-05-02T14:00:00Z,5581002,095C07,Swadlincote,0.1,NTU
2019-03-14T13:00:00Z,5987713,095C07,Swadlincote,0.3,NTU
2017-07-26T14:00:00Z,5252502,095C01,Swadlincote,5.358701105695218,NTU
2017-05-24T14:00:00Z,5173427,095C01,Swadlincote,0.1,NTU
2017-10-18T13:00:00Z,5344304,095C05,Swadlincote,0.1,NTU
2017-11-22T13:00:00Z,5386202,095C03,Swadlincote,0.1,NTU
2018-04-05T14:00:00Z,5609389,095C01,Swadlincote,5.016910211648792,NTU
2018-03-28T13:00:00Z,5491411,095C03,Swadlincote,0.05,NTU
2018-05-09T14:00:00Z,5581215,095C09,Swadlincote,0.2,NTU
2018-03-15T13:00:00Z,5472479,095C08,Swadlincote,0.2,NTU
2018-09-05T14:00:00Z,5765956,095C07,Swadlincote,0.2,NTU
2018-06-14T14:00:00Z,5582243,095C06,Swadlincote,0.1,NTU
2018-04-11T14:00:00Z,5580311,095C06,Swadlincote,0.2,NTU
2018-01-10T13:00:00Z,5457441,095C08,Swadlincote,0.1,NTU
2018-05-16T14:00:00Z,5661612,095C08,Swadlincote,0.05,NTU
2018-11-01T13:00:00Z,5799180,095C05,Swadlincote,0.2,NTU
2018-08-23T14:00:00Z,5735255,095C04,Swadlincote,0.2,NTU
2018-08-29T14:00:00Z,5737431,095C05,Swadlincote,0.2,NTU
2018-02-28T13:00:00Z,5460534,095C07,Swadlincote,0.1,NTU
2018-08-08T14:00:00Z,5734772,095C01,Swadlincote,0.2,NTU
2018-10-10T13:00:00Z,5798321,095C01,Swadlincote,0.2,NTU
2018-07-18T14:00:00Z,5690959,095C08,Swadlincote,0.3,NTU
2018-08-01T14:00:00Z,5734544,095C03,Swadlincote,0.2,NTU
2018-09-19T14:00:00Z,5766542,095C08,Swadlincote,4.397240114398301,NTU
2018-09-13T14:00:00Z,5766253,095C09,Swadlincote,0.3,NTU
2019-01-09T13:00:00Z,5923422,095C07,Swadlincote,0.2,NTU
2019-01-03T13:00:00Z,5923143,095C05,Swadlincote,4.618891833815724,NTU
2017-09-13T14:00:00Z,5282364,095C02,Swadlincote,0.1,NTU
2017-09-27T14:00:00Z,5282903,095C01,Swadlincote,0.1,NTU
2018-07-05T14:00:00Z,5690339,095C07,Swadlincote,0.2,NTU
2018-12-19T13:00:00Z,5889924,095C06,Swadlincote,0.2,NTU
2018-12-23T13:00:00Z,5890177,095C04,Swadlincote,0.2,NTU
2018-11-07T13:00:00Z,5847305,095C07,Swadlincote,0.1,NTU
2018-12-05T13:00:00Z,5889224,095C03,Swadlincote,0.2,NTU
2017-09-06T14:00:00Z,5282034,095C08,Swadlincote,0.1,NTU
2018-05-23T14:00:00Z,5581666,095C02,Swadlincote,0.05,NTU
2018-06-20T14:00:00Z,5594881,095C04,Swadlincote,0.2,NTU
2018-06-27T14:00:00Z,5605835,095C05,Swadlincote,0.1,NTU
2018-07-25T14:00:00Z,5691252,095C02,Swadlincote,0.2,NTU
2018-04-18T14:00:00Z,5580591,095C04,Swadlincote,0.05,NTU
2018-05-30T14:00:00Z,5581833,095C03,Swadlincote,0.3,NTU
2018-04-26T14:00:00Z,5580816,095C05,Swadlincote,0.2,NTU
2018-09-26T14:00:00Z,5766757,095C02,Swadlincote,0.2,NTU
2018-10-24T13:00:00Z,5798940,095C04,Swadlincote,0.1,NTU
2018-11-28T13:00:00Z,5848233,095C02,Swadlincote,0.1,NTU
2019-01-15T13:00:00Z,5923636,095B02,Merton,0.2,NTU
2017-12-26T13:00:00Z,5387582,095B06,Merton,0.2,NTU
2018-03-27T13:00:00Z,5491378,095B08,Merton,0.05,NTU
2017-11-01T13:00:00Z,5385255,095B02,Merton,0.1,NTU
2017-02-14T13:00:00Z,5040038,095B04,Merton,0.2,NTU
2019-04-02T13:00:00Z,6025828,095B05,Merton,0.1,NTU
2017-11-07T13:00:00Z,5385533,095B03,Merton,0.2,NTU
2018-08-14T14:00:00Z,5735000,095B04,Merton,0.1,NTU
2018-06-26T14:00:00Z,5605795,095B06,Merton,0.1,NTU
2018-03-20T13:00:00Z,5480817,095B05,Merton,0.05,NTU
2017-01-10T13:00:00Z,5019031,095B01,Merton,0.2,NTU
2017-01-17T13:00:00Z,5019356,095B05,Merton,0.2,NTU
2019-05-28T14:00:00Z,6076053,095B03,Merton,0.2,NTU
2018-10-16T13:00:00Z,5798564,095B04,Merton,0.2,NTU
2019-05-14T14:00:00Z,6075628,095B07,Merton,0.2,NTU
2019-03-13T13:00:00Z,5987652,095B07,Merton,0.1,NTU
2018-06-13T14:00:00Z,5582198,095B04,Merton,0.2,NTU
2019-02-19T13:00:00Z,5943475,095B04,Merton,0.2,NTU
2017-06-07T14:00:00Z,5198469,095B09,Merton,0.1,NTU
2019-03-05T13:00:00Z,5987361,095B06,Merton,0.2,NTU
2017-01-31T13:00:00Z,5039145,095B02,Merton,0.2,NTU
2019-05-07T14:00:00Z,6075375,095B06,Merton,0.1,NTU
2017-02-07T13:00:00Z,5039732,095B03,Merton,0.2,NTU
2019-04-09T14:00:00Z,6026272,095B08,Merton,0.2,NTU
2017-08-08T14:00:00Z,5281049,095B09,Merton,0.05,NTU
2017-08-01T14:00:00Z,5280816,095B04,Merton,0.05,NTU
2017-08-29T14:00:00Z,5281715,095B02,Merton,0.1,NTU
2018-10-02T14:00:00Z,5797984,095B08,Merton,5.362324757501483,NTU
2018-12-26T13:00:00Z,5890126,095B09,Merton,0.2,NTU
2018-06-07T14:00:00Z,5581959,095B01,Merton,0.5,NTU
2019-04-30T14:00:00Z,6075210,095B09,Merton,0.1,NTU
2019-04-16T14:00:00Z,6026674,095B01,Merton,0.1,NTU
2019-03-19T13:00:00Z,5987959,095B02,Merton,0.2,NTU
2019-04-25T14:00:00Z,6027095,095B04,Merton,0.1,NTU
2019-02-12T13:00:00Z,5943160,095B01,Merton,0.1,NTU
2019-01-22T13:00:00Z,5923880,095B03,Merton,0.2,NTU
2018-11-13T13:00:00Z,5847628,095B02,Merton,0.2,NTU
2017-06-27T14:00:00Z,5264390,095B02,Merton,0.05,NTU
2018-01-16T13:00:00Z,5457652,095B05,Merton,0.1,NTU
2017-01-04T13:00:00Z,5018671,095B06,Merton,0.2,NTU
2019-05-21T14:00:00Z,6075892,095B02,Merton,0.2,NTU
2017-07-12T14:00:00Z,5280146,095B05,Merton,0.05,NTU
2017-08-22T14:00:00Z,5281545,095B06,Merton,0.1,NTU
2019-06-04T14:00:00Z,6092347,095B05,Merton,0.1,NTU
2019-01-30T13:00:00Z,5924110,095B05,Merton,0.1,NTU
2019-03-26T13:00:00Z,5988229,095B03,Merton,0.2,NTU
2017-03-21T13:00:00Z,5093464,095B05,Merton,0.2,NTU
2017-05-02T14:00:00Z,5172053,095B07,Merton,0.2,NTU
2019-02-05T13:00:00Z,5942655,095B08,Merton,0.2,NTU
2017-05-09T14:00:00Z,5172919,095B06,Merton,0.2,NTU
2017-03-28T13:00:00Z,5093705,095B09,Merton,0.2,NTU
2017-03-07T13:00:00Z,5092956,095B06,Merton,0.2,NTU
2017-06-14T14:00:00Z,5198719,095B07,Merton,0.2,NTU
2017-02-28T13:00:00Z,5092696,095B07,Merton,0.2,NTU
2017-05-30T14:00:00Z,5174359,095B04,Merton,0.1,NTU
2018-03-08T13:00:00Z,5460725,095B02,Merton,0.05,NTU
2018-03-14T13:00:00Z,5577887,095B03,Merton,0.05,NTU
2017-07-18T14:00:00Z,5252289,095B08,Merton,0.2,NTU
2017-09-19T14:00:00Z,5282590,095B08,Merton,0.1,NTU
2017-10-24T13:00:00Z,5344526,095B06,Merton,0.1,NTU
2017-04-26T14:00:00Z,5132722,095B04,Merton,0.1,NTU
2018-01-30T13:00:00Z,5459484,095B01,Merton,0.1,NTU
2018-02-20T13:00:00Z,5460276,095B06,Merton,0.05,NTU
2017-12-05T13:00:00Z,5386702,095B04,Merton,0.1,NTU
2018-02-06T13:00:00Z,5459747,095B04,Merton,0.05,NTU
2017-07-04T14:00:00Z,5251757,095B03,Merton,0.05,NTU
2017-06-20T14:00:00Z,5198982,095B06,Merton,0.05,NTU
2017-08-15T14:00:00Z,5281321,095B07,Merton,0.2,NTU
2017-01-24T13:00:00Z,5019632,095B09,Merton,0.1,NTU
2019-02-26T13:00:00Z,5943736,095B09,Merton,0.1,NTU
2017-03-15T13:00:00Z,5093231,095B01,Merton,4.174322349019349,NTU
2017-05-16T14:00:00Z,5173165,095B05,Merton,0.1,NTU
2017-02-21T13:00:00Z,5040296,095B08,Merton,5.17366529814899,NTU
2018-01-23T13:00:00Z,5457896,095B08,Merton,4.126504934858531,NTU
2017-12-12T13:00:00Z,5386989,095B09,Merton,0.2,NTU
2017-12-19T13:00:00Z,5387305,095B07,Merton,0.1,NTU
2017-04-11T14:00:00Z,5132081,095B03,Merton,0.2,NTU
2017-11-14T13:00:00Z,5385846,095B05,Merton,0.1,NTU
2017-10-17T13:00:00Z,5344239,095B07,Merton,0.3,NTU
2017-04-19T14:00:00Z,5132392,095B08,Merton,0.1,NTU
2017-10-10T13:00:00Z,5343944,095B09,Merton,0.1,NTU
2017-04-04T14:00:00Z,5131072,095B02,Merton,0.2,NTU
2017-07-25T14:00:00Z,5295596,095B01,Merton,0.05,NTU
2017-05-23T14:00:00Z,5173381,095B01,Merton,5.287670182995498,NTU
2017-11-21T13:00:00Z,5386164,095B08,Merton,0.1,NTU
2018-04-04T14:00:00Z,5579971,095B01,Merton,0.05,NTU
2018-02-13T13:00:00Z,5460011,095B09,Merton,0.3,NTU
2018-05-01T14:00:00Z,5580965,095B05,Merton,0.1,NTU
2017-11-27T13:00:00Z,5386385,095B01,Merton,0.1,NTU
2018-01-03T13:00:00Z,5457138,095B02,Merton,0.2,NTU
2018-04-10T14:00:00Z,5610393,095B04,Merton,0.05,NTU
2018-05-15T14:00:00Z,5581426,095B03,Merton,0.1,NTU
2018-09-04T14:00:00Z,5765916,095B07,Merton,0.2,NTU
2018-01-09T13:00:00Z,5457393,095B03,Merton,0.05,NTU
2018-07-17T14:00:00Z,5690862,095B03,Merton,0.2,NTU
2018-04-25T14:00:00Z,5580771,095B06,Merton,0.1,NTU
2018-05-22T14:00:00Z,5581629,095B05,Merton,0.2,NTU
2018-09-11T14:00:00Z,5766207,095B02,Merton,0.2,NTU
2018-10-09T13:00:00Z,5798278,095B01,Merton,0.2,NTU
2018-08-22T14:00:00Z,5735209,095B09,Merton,0.2,NTU
2018-05-08T14:00:00Z,5581177,095B02,Merton,0.05,NTU
2018-02-27T13:00:00Z,5559955,095B07,Merton,4.251179342158139,NTU
2018-04-17T14:00:00Z,5580531,095B09,Merton,0.05,NTU
2018-08-07T14:00:00Z,5734723,095B01,Merton,0.2,NTU
2018-07-31T14:00:00Z,5734518,095B08,Merton,0.2,NTU
2018-10-23T13:00:00Z,5798896,095B09,Merton,0.1,NTU
2018-10-31T13:00:00Z,5799131,095B06,Merton,0.3,NTU
2018-07-03T14:00:00Z,5690256,095B07,Merton,0.2,NTU
2018-09-18T14:00:00Z,5766492,095B03,Merton,0.3,NTU
2018-09-25T14:00:00Z,5766722,095B05,Merton,0.2,NTU
2018-12-11T13:00:00Z,5889509,095B01,Merton,0.2,NTU
2017-09-12T14:00:00Z,5282309,095B05,Merton,0.05,NTU
2018-12-18T13:00:00Z,5889874,095B04,Merton,0.1,NTU
