"Date_Sampled","Sample_No","Subsite_Code","Zone","Result","Units"
2018-08-29,5735340,"090C02","Tarnagulla",0.2,"NTU"
2018-08-29,5735341,"090D02","Bealiba",0.1,"NTU"
2018-08-29,5735339,"090B02","Dunolly",0.1,"NTU"
2018-08-29,5735338,"090A02","Laanecoorie",0.3,"NTU"
2018-11-28,5848190,"090A03","Laanecoorie",0.1,"NTU"
2018-11-28,5848192,"090C01","Tarnagulla",0.2,"NTU"
2018-09-05,5765905,"090D03","Bealiba",0.1,"NTU"
2018-09-05,5765902,"090A05","Laanecoorie",0.3,"NTU"
2018-12-05,5889175,"090C03","Tarnagulla",0.1,"NTU"
2019-04-03,6025826,"090C04","Tarnagulla",0.1,"NTU"
2018-06-14,5582195,"090B03","Dunolly",0.2,"NTU"
2018-06-14,5582194,"090A02","Laanecoorie",0.2,"NTU"
2018-10-03,5797981,"090B05","Dunolly",0.2,"NTU"
2018-10-03,5797982,"090C01","Tarnagulla",0.2,"NTU"
2019-05-01,6075206,"090A01","Laanecoorie",0.2,"NTU"
2017-05-17,5173163,"090A04","Laanecoorie",0.2,"NTU"
2019-04-10,6026270,"090D03","Bealiba",0.1,"NTU"
2019-04-10,6026269,"090C02","Tarnagulla",0.2,"NTU"
2019-02-13,5943158,"090D01","Bealiba",0.1,"NTU"
2017-07-19,5252275,"090A03","Laanecoorie",0.1,"NTU"
2017-07-13,5252029,"090C02","Tarnagulla",0.2,"NTU"
2017-07-13,5280144,"090A04","Laanecoorie",0.1,"NTU"
2017-07-13,5280145,"090B01","Dunolly",0.1,"NTU"
2017-02-01,5039121,"090C01","Tarnagulla",0.3,"NTU"
2017-02-01,5039144,"090D07","Bealiba",0.1,"NTU"
2017-02-01,5039120,"090B01","Dunolly",0.2,"NTU"
2017-01-25,5019631,"090D03","Bealiba",0.1,"NTU"
2017-08-30,5281711,"090A02","Laanecoorie",0.2,"NTU"
2017-08-02,5280813,"090B09","Dunolly",0.05,"NTU"
2017-08-02,5304412,"090C02","Tarnagulla",0.1,"NTU"
2017-08-23,5281544,"090D07","Bealiba",0.2,"NTU"
2017-04-27,5132721,"090D01","Bealiba",0.1,"NTU"
2017-02-22,5040295,"090D07","Bealiba",0.3,"NTU"
2017-03-01,5092693,"090B06","Dunolly",0.2,"NTU"
2017-03-01,5092695,"090D03","Bealiba",0.1,"NTU"
2017-03-01,5092694,"090C03","Tarnagulla",0.2,"NTU"
2017-04-12,5132078,"090C01","Tarnagulla",0.2,"NTU"
2017-04-12,5132075,"090B07","Dunolly",0.2,"NTU"
2017-04-12,5132062,"090A03","Laanecoorie",0.1,"NTU"
2017-03-08,5092954,"090C04","Tarnagulla",0.2,"NTU"
2017-03-29,5093704,"090D02","Bealiba",0.1,"NTU"
2017-05-03,5174307,"090A01","Laanecoorie",0.2,"NTU"
2017-06-28,5264388,"090B08","Dunolly",0.1,"NTU"
2017-10-04,5343571,"090C01","Tarnagulla",0.3,"NTU"
2017-10-04,5343569,"090A02","Laanecoorie",0.2,"NTU"
2017-09-20,5282588,"090C04","Tarnagulla",0.2,"NTU"
2017-12-06,5386686,"090A03","Laanecoorie",0.2,"NTU"
2017-12-06,5386688,"090C02","Tarnagulla",0.3,"NTU"
2017-12-20,5387303,"090D02","Bealiba",0.1,"NTU"
2017-10-11,5343929,"090A05","Laanecoorie",0.8,"NTU"
2017-11-28,5386382,"090B07","Dunolly",0.1,"NTU"
2018-01-10,5457390,"090B04","Dunolly",0.1,"NTU"
2018-01-10,5457392,"090D01","Bealiba",0.05,"NTU"
2018-02-21,5460261,"090B02","Dunolly",0.05,"NTU"
2018-03-21,5480801,"090A03","Laanecoorie",0.05,"NTU"
2018-03-21,5585095,"090D08","Bealiba",0.05,"NTU"
2018-05-02,5580962,"090B06","Dunolly",0.1,"NTU"
2018-05-02,5580961,"090A04","Laanecoorie",0.3,"NTU"
2018-05-16,5581417,"090A05","Laanecoorie",0.2,"NTU"
2018-04-26,5580769,"090D08","Bealiba",0.2,"NTU"
2018-04-26,5580767,"090B02","Dunolly",0.1,"NTU"
2018-05-09,5581170,"090B08","Dunolly",0.1,"NTU"
2018-07-04,5690254,"090C02","Tarnagulla",0.2,"NTU"
2018-07-04,5690255,"090D08","Bealiba",0.1,"NTU"
2018-07-04,5690253,"090B08","Dunolly",0.2,"NTU"
2018-08-08,5734709,"090A03","Laanecoorie",0.2,"NTU"
2018-08-08,5734711,"090C02","Tarnagulla",0.2,"NTU"
2018-07-25,5691152,"090C02","Tarnagulla",0.1,"NTU"
2018-11-01,5799130,"090D07","Bealiba",0.1,"NTU"
2018-09-19,5766480,"090B04","Dunolly",0.3,"NTU"
2018-05-30,5581795,"090C04","Tarnagulla",0.05,"NTU"
2019-01-09,5923371,"090A01","Laanecoorie",0.5,"NTU"
2019-01-09,5923372,"090B08","Dunolly",0.2,"NTU"
2019-01-09,5923373,"090C03","Tarnagulla",0.2,"NTU"
2019-01-09,5923374,"090D01","Bealiba",0.2,"NTU"
2018-08-22,5735207,"090C03","Tarnagulla",0.3,"NTU"
2018-08-22,5735206,"090B09","Dunolly",0.1,"NTU"
2018-08-22,5735208,"090D07","Bealiba",0.2,"NTU"
